,NAME,Total Commuters,Driving Alone,Carpooling,Public Transportation,Walking,Cycling,Other Means,Worked from Home,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total Population,Median Income,Poverty Count,Median Age,Total Housing Units,Housing Units,Occupied Housing Units,Median Housing Value,Average Household Size,Median Gross Rent,state,county,tract,Poverty Rate,Labor Force 16-19,Labor Force 20-24,Labor Force 25-29,Labor Force 30-34,Labor Force 35-39,Labor Force 40-44,Labor Force 45-49,Labor Force 50-54,Housing Density,Housing Availability
2234,"Census Tract 316, Shiawassee County, Michigan",1529.0,1343.0,1133.0,20.0,0.0,0.0,0.0,0.0,3074.0,157.0,0.0,0.0,0.0,0.0,163.0,3394.0,817.0,230.0,46.8,1816.0,1816.0,1612.0,116000.0,1.99,,26,155,031600,6.776664702416029,96,47,178,266,88,48,0,0,535.061873895109,11.233480176211454
2235,"Census Tract 317, Shiawassee County, Michigan",1884.0,1805.0,1598.0,0.0,0.0,0.0,0.0,0.0,4338.0,6.0,3.0,0.0,0.0,0.0,101.0,4448.0,1132.0,524.0,42.5,1957.0,1957.0,1885.0,136300.0,2.32,240268400.0,26,155,031700,11.780575539568346,89,190,315,216,92,93,0,0,439.9730215827338,3.6791006642820645
2236,"Census Tract 318, Shiawassee County, Michigan",1932.0,1740.0,1629.0,0.0,0.0,0.0,0.0,0.0,3964.0,6.0,0.0,33.0,0.0,64.0,49.0,4116.0,1260.0,346.0,48.3,1808.0,1808.0,1707.0,107400.0,2.34,184997900.0,26,155,031800,8.406219630709428,84,115,291,517,54,227,0,0,439.26141885325563,5.586283185840708
2237,"Census Tract 319, Shiawassee County, Michigan",1648.0,1450.0,1341.0,0.0,0.0,0.0,0.0,0.0,3671.0,0.0,6.0,0.0,0.0,0.0,17.0,3694.0,956.0,392.0,47.4,2099.0,2099.0,1743.0,105000.0,2.12,153971400.0,26,155,031900,10.61180292365999,14,192,246,220,75,63,0,0,568.2187330806713,16.960457360647926
2238,"Census Tract 1, Tuscola County, Michigan",1774.0,1665.0,1401.0,0.0,0.0,0.0,0.0,0.0,4086.0,35.0,1.0,14.0,0.0,45.0,72.0,4253.0,1058.0,465.0,42.9,1975.0,1975.0,1648.0,101800.0,2.51,156315000.0,26,157,000100,10.93345873501058,65,137,273,294,75,85,0,0,464.378086056901,16.556962025316455
2239,"Census Tract 2, Tuscola County, Michigan",1550.0,1415.0,1269.0,0.0,0.0,0.0,0.0,0.0,3112.0,9.0,12.0,7.0,0.0,19.0,105.0,3264.0,892.0,278.0,44.3,1509.0,1509.0,1330.0,100000.0,2.43,,26,157,000200,8.517156862745098,67,110,243,332,42,82,0,0,462.3161764705883,11.862160371106693
2240,"Census Tract 3, Tuscola County, Michigan",1259.0,1174.0,1074.0,0.0,0.0,0.0,0.0,0.0,2777.0,22.0,5.0,0.0,0.0,19.0,77.0,2900.0,782.0,247.0,46.8,1411.0,1411.0,1204.0,98300.0,2.4,125114900.0,26,157,000300,8.517241379310345,28,65,214,215,60,79,0,0,486.55172413793105,14.67044649184975
2241,"Census Tract 4, Tuscola County, Michigan",1253.0,1151.0,1023.0,2.0,0.0,0.0,0.0,0.0,2769.0,41.0,13.0,0.0,0.0,0.0,224.0,3047.0,761.0,327.0,48.7,1383.0,1383.0,1307.0,115300.0,2.23,166988400.0,26,157,000400,10.731867410567771,35,81,212,222,69,97,0,0,453.88907121759104,5.49530007230658
2242,"Census Tract 5, Tuscola County, Michigan",2052.0,1943.0,1719.0,0.0,2.0,0.0,0.0,0.0,4708.0,3.0,2.0,6.0,2.0,6.0,109.0,4836.0,1321.0,441.0,42.5,2114.0,2114.0,1889.0,116600.0,2.55,247109900.0,26,157,000500,9.11910669975186,81,193,378,354,109,127,0,0,437.13813068651774,10.64333017975402
2243,"Census Tract 6, Tuscola County, Michigan",1677.0,1529.0,1277.0,54.0,13.0,0.0,0.0,0.0,4469.0,80.0,25.0,0.0,0.0,14.0,68.0,4656.0,997.0,944.0,42.5,2088.0,2088.0,1938.0,81100.0,2.25,,26,157,000600,20.274914089347078,134,173,350,227,17,48,0,0,448.4536082474227,7.183908045977011
2244,"Census Tract 7, Tuscola County, Michigan",1585.0,1463.0,1219.0,4.0,12.0,0.0,0.0,0.0,3573.0,64.0,10.0,5.0,0.0,10.0,82.0,3744.0,891.0,911.0,49.2,1420.0,1420.0,1276.0,111000.0,2.73,239703900.0,26,157,000700,24.332264957264957,63,84,328,352,70,92,0,0,379.2735042735043,10.140845070422536
2245,"Census Tract 8, Tuscola County, Michigan",1815.0,1711.0,1502.0,0.0,0.0,0.0,0.0,0.0,3468.0,94.0,17.0,0.0,0.0,14.0,69.0,3662.0,1030.0,436.0,47.9,1743.0,1743.0,1639.0,137200.0,2.23,217246500.0,26,157,000800,11.90606226105953,46,176,262,232,158,98,0,0,475.96941561987984,5.9667240390131955
2246,"Census Tract 9, Tuscola County, Michigan",1888.0,1796.0,1574.0,0.0,0.0,0.0,0.0,0.0,4496.0,98.0,14.0,12.0,0.0,74.0,320.0,5014.0,1239.0,790.0,38.5,2112.0,2112.0,1963.0,103200.0,2.39,,26,157,000900,15.755883526126846,99,139,376,347,71,202,0,0,421.22058236936573,7.054924242424243
2247,"Census Tract 10, Tuscola County, Michigan",2268.0,2172.0,2111.0,0.0,0.0,0.0,0.0,0.0,5332.0,7.0,0.0,70.0,0.0,0.0,28.0,5437.0,1495.0,777.0,45.0,2559.0,2559.0,2131.0,103000.0,2.53,217416100.0,26,157,001000,14.29096928453191,69,337,335,513,50,232,0,0,470.66396910060695,16.72528331379445
2248,"Census Tract 11, Tuscola County, Michigan",1243.0,1152.0,1041.0,3.0,7.0,0.0,0.0,0.0,3122.0,93.0,0.0,3.0,0.0,0.0,97.0,3315.0,965.0,391.0,50.1,1703.0,1703.0,1389.0,118300.0,2.37,,26,157,001100,11.794871794871794,39,49,233,227,112,75,0,0,513.7254901960785,18.438050499119203
2249,"Census Tract 12, Tuscola County, Michigan",1956.0,1849.0,1650.0,4.0,24.0,0.0,0.0,0.0,4017.0,48.0,63.0,18.0,0.0,14.0,138.0,4298.0,1252.0,399.0,48.2,2043.0,2043.0,1757.0,133200.0,2.45,242141200.0,26,157,001200,9.283387622149837,55,134,216,342,142,77,0,0,475.33736621684506,13.999021047479197
2250,"Census Tract 13, Tuscola County, Michigan",1892.0,1755.0,1548.0,9.0,9.0,0.0,0.0,0.0,4536.0,3.0,18.0,78.0,0.0,10.0,217.0,4862.0,1286.0,543.0,42.5,1934.0,1934.0,1857.0,138900.0,2.61,227555600.0,26,157,001300,11.168243521184698,49,228,369,318,50,124,0,0,397.77869189633896,3.981385729058945
2251,"Census Tract 9900, Tuscola County, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,26,157,990000,,0,0,0,0,0,0,0,0,,
2252,"Census Tract 101.01, Van Buren County, Michigan",1896.0,1696.0,1482.0,0.0,6.0,0.0,0.0,0.0,4092.0,27.0,0.0,17.0,0.0,16.0,121.0,4273.0,1282.0,548.0,46.2,2356.0,2356.0,1860.0,125400.0,2.25,243095000.0,26,159,010101,12.824713316171307,15,170,227,334,129,155,0,0,551.3690615492628,21.052631578947366
2253,"Census Tract 101.02, Van Buren County, Michigan",1060.0,945.0,905.0,0.0,0.0,0.0,0.0,0.0,2375.0,0.0,7.0,0.0,0.0,0.0,89.0,2471.0,727.0,179.0,43.6,1030.0,1030.0,935.0,154400.0,2.64,,26,159,010102,7.244030756778633,53,80,147,183,101,94,0,0,416.8352893565358,9.223300970873787
2254,"Census Tract 102.01, Van Buren County, Michigan",1767.0,1612.0,1353.0,0.0,0.0,0.0,0.0,0.0,2592.0,92.0,0.0,214.0,0.0,393.0,128.0,3419.0,846.0,363.0,36.9,1394.0,1394.0,1095.0,150400.0,2.99,170437300.0,26,159,010201,10.617139514477918,68,125,292,257,84,56,0,0,407.7215560105294,21.44906743185079
2255,"Census Tract 102.02, Van Buren County, Michigan",885.0,830.0,760.0,28.0,0.0,0.0,0.0,0.0,2123.0,24.0,100.0,0.0,0.0,120.0,188.0,2555.0,592.0,599.0,37.6,1342.0,1342.0,867.0,101400.0,2.8,,26,159,010202,23.44422700587084,7,58,223,146,63,51,0,0,525.2446183953033,35.39493293591654
2256,"Census Tract 103, Van Buren County, Michigan",864.0,651.0,594.0,16.0,0.0,0.0,0.0,0.0,1778.0,207.0,10.0,44.0,0.0,0.0,36.0,2075.0,522.0,389.0,61.8,2010.0,2010.0,1032.0,385400.0,1.94,241578900.0,26,159,010300,18.746987951807228,18,83,81,129,34,33,0,0,968.6746987951807,48.656716417910445
2257,"Census Tract 104, Van Buren County, Michigan",851.0,619.0,590.0,0.0,26.0,7.0,0.0,0.0,1972.0,422.0,0.0,0.0,0.0,0.0,81.0,2475.0,771.0,548.0,55.2,1677.0,1677.0,1170.0,226700.0,2.07,,26,159,010400,22.141414141414142,18,60,84,195,59,93,15,0,677.5757575757575,30.23255813953488
2258,"Census Tract 105, Van Buren County, Michigan",1402.0,1217.0,943.0,0.0,2.0,0.0,0.0,0.0,2575.0,237.0,0.0,1.0,0.0,437.0,284.0,3534.0,802.0,895.0,53.7,1914.0,1914.0,1588.0,174600.0,2.22,251046200.0,26,159,010500,25.325410299943407,32,111,245,307,126,159,0,0,541.5959252971138,17.03239289446186
2259,"Census Tract 106, Van Buren County, Michigan",850.0,825.0,644.0,9.0,6.0,0.0,0.0,0.0,1269.0,767.0,0.0,5.0,0.0,197.0,299.0,2537.0,680.0,691.0,39.9,1605.0,1605.0,1013.0,101800.0,2.48,,26,159,010600,27.23689396925503,9,91,106,107,10,63,0,0,632.6369728025227,36.884735202492216
2260,"Census Tract 109.01, Van Buren County, Michigan",1713.0,1509.0,1355.0,0.0,0.0,0.0,0.0,0.0,2923.0,52.0,0.0,6.0,0.0,20.0,266.0,3267.0,945.0,348.0,47.9,1521.0,1521.0,1334.0,167100.0,2.45,229067500.0,26,159,010901,10.651974288337925,40,106,233,373,70,116,0,0,465.56473829201104,12.294543063773833
2261,"Census Tract 109.02, Van Buren County, Michigan",2362.0,2148.0,1887.0,0.0,2.0,0.0,0.0,0.0,3996.0,39.0,0.0,0.0,0.0,0.0,239.0,4274.0,1272.0,188.0,38.1,1611.0,1611.0,1551.0,191100.0,2.75,,26,159,010902,4.398689751988769,110,309,314,442,132,160,0,0,376.93027608797377,3.7243947858473
2262,"Census Tract 110.03, Van Buren County, Michigan",1815.0,1670.0,1561.0,21.0,9.0,0.0,0.0,0.0,3592.0,19.0,0.0,34.0,0.0,21.0,105.0,3771.0,1065.0,182.0,37.3,1426.0,1426.0,1357.0,205700.0,2.77,,26,159,011003,4.826306019623442,60,110,426,310,109,64,0,0,378.1490320869796,4.838709677419355
2263,"Census Tract 110.04, Van Buren County, Michigan",1798.0,1568.0,1382.0,0.0,0.0,0.0,0.0,0.0,3282.0,59.0,33.0,60.0,0.0,83.0,271.0,3788.0,976.0,314.0,40.1,1540.0,1540.0,1446.0,136800.0,2.48,,26,159,011004,8.289334741288279,112,134,401,231,99,72,0,0,406.54699049630415,6.103896103896104
2264,"Census Tract 113, Van Buren County, Michigan",1905.0,1764.0,1400.0,21.0,4.0,0.0,0.0,0.0,3300.0,276.0,17.0,0.0,0.0,527.0,67.0,4187.0,1137.0,495.0,42.4,1885.0,1885.0,1528.0,141200.0,2.72,211108200.0,26,159,011300,11.822307141151182,25,211,204,429,54,129,0,0,450.203009314545,18.93899204244032
2265,"Census Tract 114, Van Buren County, Michigan",1608.0,1504.0,1323.0,10.0,0.0,0.0,0.0,0.0,3327.0,30.0,179.0,2.0,4.0,688.0,383.0,4613.0,1177.0,1070.0,31.8,1713.0,1713.0,1616.0,74000.0,2.84,,26,159,011400,23.195317580750054,34,167,350,191,93,65,0,0,371.34185996097983,5.662580268534734
2266,"Census Tract 115, Van Buren County, Michigan",1484.0,1367.0,1150.0,13.0,18.0,0.0,0.0,0.0,2929.0,73.0,25.0,0.0,0.0,407.0,144.0,3578.0,962.0,401.0,49.7,2253.0,2253.0,1401.0,174500.0,2.4,,26,159,011500,11.20737842370039,55,39,306,304,116,133,0,0,629.6813862493013,37.81624500665779
2267,"Census Tract 116.01, Van Buren County, Michigan",1877.0,1703.0,1510.0,0.0,10.0,0.0,0.0,0.0,3454.0,54.0,55.0,46.0,0.0,12.0,296.0,3917.0,1090.0,619.0,47.0,2315.0,2315.0,1729.0,122100.0,2.24,218466900.0,26,159,011601,15.802910390605055,106,85,222,424,103,108,0,0,591.0135307633393,25.31317494600432
2268,"Census Tract 116.02, Van Buren County, Michigan",1088.0,955.0,862.0,0.0,0.0,0.0,0.0,0.0,2107.0,0.0,0.0,8.0,0.0,0.0,81.0,2196.0,662.0,162.0,49.4,1195.0,1195.0,925.0,220700.0,2.37,,26,159,011602,7.377049180327869,21,80,161,223,66,44,0,0,544.1712204007285,22.594142259414227
2269,"Census Tract 118.01, Van Buren County, Michigan",951.0,920.0,832.0,0.0,0.0,0.0,0.0,0.0,2189.0,16.0,0.0,0.0,0.0,0.0,69.0,2274.0,621.0,173.0,35.2,1230.0,1230.0,804.0,148100.0,2.82,130006300.0,26,159,011801,7.607739665787159,80,54,127,217,29,36,0,0,540.8970976253298,34.63414634146341
2270,"Census Tract 118.02, Van Buren County, Michigan",2029.0,1870.0,1633.0,0.0,0.0,0.0,0.0,0.0,4068.0,41.0,12.0,0.0,8.0,4.0,444.0,4577.0,1232.0,529.0,36.2,2004.0,2004.0,1726.0,129600.0,2.56,,26,159,011802,11.557788944723619,140,243,330,201,114,85,0,0,437.8413808171291,13.872255489021956
2271,"Census Tract 119, Van Buren County, Michigan",3136.0,2811.0,2623.0,2.0,0.0,0.0,0.0,0.0,5325.0,0.0,4.0,63.0,0.0,118.0,253.0,5763.0,1746.0,358.0,36.3,2236.0,2236.0,2111.0,167100.0,2.73,341646900.0,26,159,011900,6.212042339059518,82,236,466,574,37,170,0,0,387.992365087628,5.590339892665474
2272,"Census Tract 120.01, Van Buren County, Michigan",1844.0,1607.0,1287.0,49.0,4.0,0.0,0.0,0.0,3149.0,218.0,27.0,92.0,0.0,123.0,765.0,4374.0,1023.0,872.0,36.7,1774.0,1774.0,1459.0,109000.0,2.93,131939200.0,26,159,012001,19.935985368084133,115,99,390,282,52,59,0,0,405.578417924097,17.756482525366405
2273,"Census Tract 120.02, Van Buren County, Michigan",569.0,534.0,447.0,0.0,0.0,0.0,0.0,0.0,1318.0,6.0,11.0,16.0,0.0,200.0,81.0,1632.0,424.0,296.0,43.1,913.0,913.0,601.0,124100.0,2.64,79602100.0,26,159,012002,18.137254901960784,14,18,120,112,30,45,0,0,559.436274509804,34.17305585980285
2274,"Census Tract 9900, Van Buren County, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,26,159,990000,,0,0,0,0,0,0,0,0,,
2275,"Census Tract 4001, Washtenaw County, Michigan",1117.0,402.0,236.0,0.0,106.0,0.0,0.0,0.0,1438.0,90.0,0.0,392.0,0.0,30.0,26.0,1976.0,106.0,1014.0,22.3,1551.0,1551.0,1239.0,374200.0,1.59,136283300.0,26,161,400100,51.31578947368421,52,225,46,29,42,45,0,0,784.919028340081,20.116054158607348
2276,"Census Tract 4003, Washtenaw County, Michigan",2248.0,330.0,314.0,12.0,143.0,0.0,0.0,0.0,3801.0,320.0,0.0,926.0,0.0,45.0,100.0,5192.0,205.0,2260.0,21.3,1542.0,1542.0,1417.0,642600.0,2.62,,26,161,400300,43.52850539291217,294,474,41,163,0,11,0,0,296.99537750385207,8.106355382619974
2277,"Census Tract 4004, Washtenaw County, Michigan",1638.0,717.0,657.0,0.0,29.0,0.0,0.0,0.0,2709.0,86.0,6.0,412.0,0.0,0.0,222.0,3435.0,760.0,805.0,30.6,1326.0,1326.0,1278.0,586800.0,2.6,508266800.0,26,161,400400,23.435225618631733,74,147,218,205,51,18,0,0,386.0262008733624,3.619909502262444
2278,"Census Tract 4005, Washtenaw County, Michigan",3336.0,1002.0,890.0,0.0,181.0,0.0,0.0,0.0,6037.0,239.0,23.0,869.0,0.0,14.0,207.0,7389.0,264.0,4598.0,21.7,3010.0,3010.0,2751.0,432100.0,2.62,,26,161,400500,62.2276356746515,639,779,170,10,0,13,0,0,407.36229530383,8.604651162790699
2279,"Census Tract 4006, Washtenaw County, Michigan",2993.0,1481.0,1344.0,0.0,107.0,39.0,0.0,0.0,4056.0,60.0,45.0,155.0,0.0,0.0,173.0,4489.0,1025.0,715.0,31.7,2383.0,2383.0,2220.0,464500.0,2.02,457835800.0,26,161,400600,15.927823568723545,129,387,479,210,103,13,0,0,530.8531967030519,6.840117498950902
2280,"Census Tract 4007, Washtenaw County, Michigan",1954.0,1012.0,987.0,0.0,277.0,0.0,0.0,0.0,2633.0,588.0,8.0,128.0,0.0,1.0,174.0,3532.0,347.0,1329.0,25.0,1546.0,1546.0,1463.0,480700.0,2.3,223956000.0,26,161,400700,37.62740656851642,69,285,237,114,49,15,0,0,437.7123442808607,5.36869340232859
2281,"Census Tract 4008, Washtenaw County, Michigan",1685.0,324.0,302.0,0.0,114.0,0.0,0.0,0.0,2466.0,113.0,8.0,699.0,0.0,37.0,123.0,3446.0,29.0,2130.0,21.8,1507.0,1507.0,1385.0,-666666666.0,2.43,,26,161,400800,61.81079512478236,303,371,116,17,0,2,27,0,437.3186302959953,8.09555408095554
2282,"Census Tract 4021, Washtenaw County, Michigan",1828.0,793.0,785.0,0.0,217.0,0.0,0.0,0.0,1788.0,192.0,0.0,640.0,0.0,171.0,178.0,2969.0,483.0,632.0,28.8,1654.0,1654.0,1474.0,308900.0,2.01,,26,161,402100,21.28662849444257,29,430,353,154,18,47,0,0,557.0899292691142,10.882708585247885
2283,"Census Tract 4022.01, Washtenaw County, Michigan",1931.0,242.0,204.0,0.0,557.0,0.0,0.0,0.0,2700.0,389.0,7.0,1907.0,0.0,0.0,258.0,5261.0,69.0,1621.0,20.8,1350.0,1350.0,1127.0,-666666666.0,2.15,,26,161,402201,30.81163276943547,577,378,113,9,5,15,0,0,256.6052081353355,16.51851851851852
2284,"Census Tract 4023, Washtenaw County, Michigan",1216.0,692.0,692.0,0.0,101.0,0.0,0.0,0.0,2019.0,95.0,0.0,623.0,0.0,0.0,72.0,2809.0,752.0,42.0,52.6,1288.0,1288.0,1214.0,327800.0,1.9,,26,161,402300,1.4951940192239233,46,77,128,154,34,84,0,0,458.5261658953364,5.745341614906832
2285,"Census Tract 4025, Washtenaw County, Michigan",1314.0,849.0,770.0,8.0,125.0,0.0,0.0,0.0,1386.0,40.0,0.0,757.0,0.0,0.0,214.0,2397.0,557.0,255.0,30.8,1142.0,1142.0,1133.0,472600.0,2.12,196033200.0,26,161,402500,10.638297872340425,24,253,312,136,42,42,0,0,476.4288694201085,0.7880910683012259
2286,"Census Tract 4026.01, Washtenaw County, Michigan",1796.0,288.0,281.0,0.0,445.0,0.0,0.0,0.0,1200.0,215.0,6.0,1320.0,0.0,14.0,265.0,3020.0,267.0,396.0,27.6,543.0,543.0,494.0,882800.0,2.57,102245000.0,26,161,402601,13.112582781456952,0,643,322,74,11,2,0,0,179.80132450331126,9.023941068139964
2287,"Census Tract 4027, Washtenaw County, Michigan",3112.0,2286.0,2103.0,0.0,92.0,18.0,0.0,0.0,3308.0,44.0,5.0,1687.0,0.0,0.0,438.0,5482.0,1568.0,486.0,37.5,2785.0,2785.0,2467.0,355800.0,2.22,472393500.0,26,161,402700,8.865377599416272,19,423,639,325,316,66,0,0,508.0262677854797,11.418312387791742
2288,"Census Tract 4031, Washtenaw County, Michigan",719.0,586.0,444.0,0.0,7.0,0.0,0.0,0.0,1162.0,22.0,0.0,185.0,0.0,3.0,163.0,1535.0,507.0,0.0,47.4,629.0,629.0,605.0,605900.0,2.54,379227800.0,26,161,403100,0.0,6,4,128,125,10,40,0,0,409.77198697068405,3.815580286168521
2289,"Census Tract 4032, Washtenaw County, Michigan",1750.0,1090.0,983.0,0.0,111.0,0.0,3.0,0.0,2810.0,217.0,0.0,147.0,0.0,2.0,194.0,3370.0,941.0,314.0,41.1,1421.0,1421.0,1326.0,394400.0,2.53,,26,161,403200,9.317507418397627,50,88,239,311,126,69,0,0,421.6617210682492,6.685432793807178
2290,"Census Tract 4033, Washtenaw County, Michigan",2162.0,1645.0,1561.0,0.0,64.0,0.0,0.0,0.0,3115.0,206.0,0.0,317.0,0.0,3.0,273.0,3914.0,980.0,317.0,42.0,1845.0,1845.0,1775.0,323700.0,2.19,,26,161,403300,8.099131323454268,72,191,313,513,53,39,0,0,471.38477261113945,3.7940379403794036
2291,"Census Tract 4034, Washtenaw County, Michigan",1737.0,978.0,879.0,0.0,64.0,0.0,0.0,0.0,2545.0,15.0,0.0,186.0,0.0,80.0,72.0,2898.0,780.0,49.0,40.9,1367.0,1367.0,1309.0,367500.0,2.21,390486200.0,26,161,403400,1.6908212560386473,8,170,295,259,92,90,0,0,471.7046238785369,4.242867593269934
2292,"Census Tract 4035, Washtenaw County, Michigan",1779.0,1044.0,944.0,0.0,104.0,0.0,0.0,0.0,2455.0,86.0,75.0,75.0,0.0,0.0,201.0,2892.0,676.0,137.0,33.5,1410.0,1410.0,1366.0,369200.0,2.11,263419000.0,26,161,403500,4.737206085753804,18,362,304,196,32,25,0,0,487.551867219917,3.120567375886525
2293,"Census Tract 4036, Washtenaw County, Michigan",2669.0,1329.0,1291.0,0.0,339.0,0.0,0.0,0.0,2160.0,372.0,0.0,2597.0,0.0,131.0,251.0,5511.0,1012.0,1355.0,26.7,2760.0,2760.0,2622.0,386900.0,2.08,274881300.0,26,161,403600,24.587189257847943,196,743,360,180,83,46,0,0,500.81654872074034,5.0
2294,"Census Tract 4038, Washtenaw County, Michigan",1565.0,1033.0,897.0,13.0,177.0,0.0,0.0,0.0,1743.0,650.0,0.0,408.0,0.0,49.0,159.0,3009.0,736.0,335.0,37.8,1542.0,1542.0,1533.0,292500.0,1.96,289618300.0,26,161,403800,11.133266866068462,23,336,233,163,26,162,0,0,512.4626121635094,0.5836575875486382
2295,"Census Tract 4041, Washtenaw County, Michigan",1862.0,1122.0,1081.0,12.0,219.0,0.0,0.0,0.0,2509.0,259.0,2.0,135.0,0.0,134.0,197.0,3236.0,833.0,225.0,37.6,1445.0,1445.0,1387.0,382000.0,2.33,379765400.0,26,161,404100,6.953028430160692,0,251,315,164,91,20,0,0,446.53893695920885,4.013840830449826
2296,"Census Tract 4042, Washtenaw County, Michigan",1348.0,998.0,876.0,0.0,67.0,0.0,0.0,0.0,1432.0,174.0,188.0,61.0,0.0,126.0,87.0,2068.0,339.0,358.0,31.0,1212.0,1212.0,1195.0,150300.0,1.73,,26,161,404200,17.311411992263057,38,268,316,96,19,0,0,0,586.073500967118,1.4026402640264026
2297,"Census Tract 4043, Washtenaw County, Michigan",1441.0,1106.0,975.0,0.0,47.0,0.0,0.0,0.0,2494.0,23.0,6.0,106.0,0.0,119.0,123.0,2871.0,830.0,69.0,42.8,1239.0,1239.0,1216.0,337100.0,2.36,368919000.0,26,161,404300,2.4033437826541273,31,48,308,194,161,18,0,0,431.5569487983281,1.8563357546408392
2298,"Census Tract 4044, Washtenaw County, Michigan",1041.0,754.0,698.0,0.0,30.0,0.0,0.0,0.0,1632.0,164.0,10.0,255.0,0.0,17.0,82.0,2160.0,644.0,74.0,39.1,958.0,958.0,897.0,440800.0,2.4,287103000.0,26,161,404400,3.425925925925926,10,67,275,185,44,28,0,0,443.5185185185185,6.367432150313153
2299,"Census Tract 4045, Washtenaw County, Michigan",2350.0,1722.0,1555.0,0.0,171.0,0.0,0.0,0.0,2683.0,277.0,0.0,982.0,0.0,21.0,253.0,4216.0,693.0,553.0,29.9,2471.0,2471.0,2343.0,380300.0,1.76,,26,161,404500,13.116698292220114,0,444,438,113,51,11,0,0,586.1005692599621,5.180089032780251
2300,"Census Tract 4046, Washtenaw County, Michigan",3240.0,2008.0,1779.0,0.0,213.0,0.0,0.0,0.0,3615.0,278.0,8.0,752.0,0.0,51.0,229.0,4933.0,1090.0,542.0,35.7,2779.0,2779.0,2687.0,333200.0,1.82,,26,161,404600,10.987228866815325,66,463,657,181,96,32,0,0,563.3488749239814,3.3105433609211947
2301,"Census Tract 4051, Washtenaw County, Michigan",1171.0,839.0,778.0,0.0,101.0,0.0,0.0,0.0,1694.0,71.0,0.0,39.0,0.0,58.0,54.0,1916.0,338.0,502.0,30.8,1075.0,1075.0,987.0,193100.0,1.92,,26,161,405100,26.20041753653445,23,210,263,114,45,36,0,0,561.0647181628393,8.186046511627906
2302,"Census Tract 4052, Washtenaw County, Michigan",2762.0,1518.0,1401.0,0.0,134.0,0.0,0.0,0.0,4314.0,128.0,0.0,515.0,0.0,0.0,136.0,5093.0,1248.0,334.0,40.0,2409.0,2409.0,2352.0,327500.0,2.17,480359600.0,26,161,405200,6.558020812880424,179,290,578,432,61,129,0,0,473.0021598272138,2.3661270236612704
2303,"Census Tract 4053, Washtenaw County, Michigan",2490.0,1619.0,1401.0,0.0,89.0,0.0,0.0,0.0,4128.0,165.0,0.0,681.0,0.0,0.0,272.0,5246.0,1560.0,237.0,45.9,2043.0,2043.0,2013.0,728000.0,2.57,,26,161,405300,4.517727792603889,92,101,332,565,52,108,0,0,389.43957300800605,1.4684287812041115
2304,"Census Tract 4054, Washtenaw County, Michigan",1330.0,937.0,817.0,0.0,152.0,0.0,0.0,0.0,1821.0,216.0,0.0,177.0,0.0,0.0,134.0,2348.0,516.0,239.0,35.5,1055.0,1055.0,1055.0,173800.0,2.21,,26,161,405400,10.178875638841568,6,81,253,159,43,18,0,0,449.3185689948893,0.0
2305,"Census Tract 4055, Washtenaw County, Michigan",1232.0,1008.0,918.0,0.0,27.0,0.0,0.0,0.0,1370.0,599.0,9.0,279.0,0.0,8.0,373.0,2638.0,661.0,166.0,39.5,1151.0,1151.0,1151.0,236600.0,2.26,180532000.0,26,161,405500,6.2926459438968925,79,50,245,137,43,28,0,0,436.3153904473086,0.0
2306,"Census Tract 4056, Washtenaw County, Michigan",2356.0,2002.0,1853.0,0.0,213.0,0.0,0.0,0.0,2167.0,1479.0,0.0,632.0,0.0,42.0,263.0,4583.0,1122.0,1200.0,33.2,1956.0,1956.0,1876.0,144400.0,2.44,,26,161,405600,26.183722452542003,25,201,702,379,67,21,0,0,426.79467597643463,4.08997955010225
2307,"Census Tract 4060, Washtenaw County, Michigan",1818.0,1431.0,1372.0,0.0,46.0,0.0,0.0,0.0,2485.0,69.0,1.0,1084.0,0.0,0.0,181.0,3820.0,958.0,216.0,44.5,1668.0,1668.0,1553.0,501000.0,2.39,,26,161,406000,5.654450261780105,44,142,218,401,50,58,0,0,436.64921465968587,6.894484412470024
2308,"Census Tract 4070, Washtenaw County, Michigan",2591.0,2132.0,2044.0,7.0,2.0,0.0,0.0,0.0,4120.0,218.0,85.0,744.0,0.0,50.0,258.0,5475.0,1497.0,117.0,46.8,1962.0,1962.0,1907.0,600400.0,2.87,1102819600.0,26,161,407000,2.136986301369863,21,109,326,701,120,74,0,0,358.3561643835617,2.803261977573904
2309,"Census Tract 4074, Washtenaw County, Michigan",2527.0,2390.0,2303.0,0.0,98.0,0.0,0.0,0.0,2462.0,2786.0,0.0,87.0,0.0,202.0,786.0,6323.0,1635.0,1430.0,34.3,2480.0,2480.0,2480.0,100000.0,2.55,188447800.0,26,161,407400,22.615846908113237,47,53,392,542,70,88,0,0,392.2188834414044,0.0
