NAME,Total Commuters,Driving Alone,Carpooling,Public Transportation,Walking,Cycling,Other Means,Worked from Home,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total Population,Median Income,Poverty Count,Median Age,Total Housing Units,Housing Units,Occupied Housing Units,Median Housing Value,Average Household Size,Median Gross Rent,state,county,tract,Poverty Rate,Labor Force 16-19,Labor Force 20-24,Labor Force 25-29,Labor Force 30-34,Labor Force 35-39,Labor Force 40-44,Labor Force 45-49,Labor Force 50-54,Labor Force Total,Housing Density,Housing Availability,Total Population,state_fips,county_fips,tract_code,GEOID,lat,lon,walkscore,bikescore,transitscore,walkscore_description,bikescore_description,transitscore_description
"Census Tract 5302, Wayne County, Michigan",1277.0,767.0,637.0,0.0,31.0,0.0,0.0,0.0,539.0,2615.0,0.0,161.0,0.0,0.0,301.0,3616.0,568.0,833.0,32.8,1466.0,1466.0,1098.0,64700.0,2.61,,26,163,530200,23.03650442477876,77,210,70,251,29,10,0,0,647,405.42035398230087,25.10231923601637,3616.0,26,163,530200,26163530200,42.411061081139415,-83.13419227770812,31.0,43.0,51.0,Car-Dependent,Somewhat Bikeable,Good Transit
"Census Tract 5303, Wayne County, Michigan",431.0,335.0,295.0,0.0,61.0,0.0,0.0,0.0,77.0,1483.0,0.0,0.0,0.0,0.0,33.0,1593.0,369.0,758.0,34.9,770.0,770.0,467.0,44300.0,3.41,,26,163,530300,47.58317639673572,36,7,79,50,29,21,0,0,222,483.36472065285625,39.35064935064936,1593.0,26,163,530300,26163530300,42.40072947259332,-83.13074489063939,22.0,43.0,50.0,Car-Dependent,Somewhat Bikeable,Good Transit
"Census Tract 5304, Wayne County, Michigan",387.0,299.0,225.0,0.0,55.0,0.0,0.0,0.0,21.0,1211.0,0.0,0.0,0.0,7.0,0.0,1239.0,288.0,603.0,33.8,802.0,802.0,512.0,42800.0,2.42,,26,163,530400,48.6682808716707,0,14,56,21,18,32,0,0,141,647.2962066182405,36.15960099750624,1239.0,26,163,530400,26163530400,42.390951691538575,-83.13612815576793,60.0,57.0,49.0,Somewhat Walkable,Bikeable,Some Transit
"Census Tract 5305, Wayne County, Michigan",454.0,394.0,253.0,0.0,19.0,0.0,0.0,0.0,68.0,1750.0,0.0,0.0,0.0,0.0,90.0,1908.0,411.0,913.0,35.6,1208.0,1208.0,823.0,107100.0,2.31,51385000.0,26,163,530500,47.85115303983228,11,85,17,30,11,51,0,0,205,633.1236897274633,31.87086092715232,1908.0,26,163,530500,26163530500,42.384433095790015,-83.13401289432959,46.0,46.0,48.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5308, Wayne County, Michigan",456.0,341.0,246.0,0.0,23.0,0.0,0.0,0.0,54.0,1296.0,16.0,0.0,0.0,0.0,47.0,1413.0,231.0,417.0,44.8,1031.0,1031.0,532.0,24200.0,2.48,,26,163,530800,29.51167728237792,0,25,99,84,10,126,0,0,344,729.6532200990799,48.3996120271581,1413.0,26,163,530800,26163530800,42.37174105431659,-83.13391821868943,54.0,55.0,51.0,Somewhat Walkable,Bikeable,Good Transit
"Census Tract 5309, Wayne County, Michigan",453.0,363.0,285.0,0.0,80.0,0.0,0.0,0.0,97.0,1532.0,0.0,0.0,0.0,1.0,13.0,1643.0,342.0,556.0,40.2,1507.0,1507.0,631.0,-666666666.0,2.57,8539500.0,26,163,530900,33.84053560559951,0,85,73,49,28,55,0,0,290,917.2245891661596,58.12873258128732,1643.0,26,163,530900,26163530900,42.37530518037083,-83.12627585423826,25.0,53.0,50.0,Car-Dependent,Bikeable,Good Transit
"Census Tract 5311, Wayne County, Michigan",444.0,166.0,143.0,0.0,158.0,0.0,0.0,0.0,85.0,934.0,11.0,9.0,0.0,0.0,9.0,1048.0,165.0,443.0,39.8,993.0,993.0,503.0,31300.0,1.93,3610000.0,26,163,531100,42.270992366412216,27,172,13,88,0,0,0,0,300,947.5190839694656,49.34541792547834,1048.0,26,163,531100,26163531100,42.37488194939931,-83.11526891616326,48.0,51.0,49.0,Car-Dependent,Bikeable,Some Transit
"Census Tract 5312, Wayne County, Michigan",1197.0,946.0,821.0,0.0,17.0,0.0,0.0,0.0,364.0,1618.0,12.0,3.0,0.0,0.0,166.0,2163.0,497.0,133.0,48.1,1177.0,1177.0,787.0,170300.0,2.74,148162000.0,26,163,531200,6.148867313915858,50,77,130,274,36,18,0,0,585,544.1516412390199,33.135089209855565,2163.0,26,163,531200,26163531200,42.37882963984334,-83.10200954789681,50.0,44.0,45.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5313, Wayne County, Michigan",217.0,186.0,115.0,0.0,0.0,0.0,0.0,0.0,34.0,1105.0,0.0,0.0,0.0,0.0,43.0,1182.0,279.0,600.0,51.4,803.0,803.0,540.0,-666666666.0,2.14,,26,163,531300,50.76142131979695,11,48,12,17,15,25,0,0,128,679.3570219966159,32.75217932752179,1182.0,26,163,531300,26163531300,42.38330221158,-83.10979207239137,47.0,43.0,47.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5314, Wayne County, Michigan",543.0,469.0,377.0,0.0,1.0,0.0,0.0,0.0,36.0,1331.0,5.0,1.0,0.0,0.0,0.0,1373.0,282.0,539.0,28.5,833.0,833.0,458.0,43700.0,2.99,,26,163,531400,39.2571012381646,42,9,56,76,6,2,0,0,191,606.7006554989075,45.01800720288116,1373.0,26,163,531400,26163531400,42.38038420277388,-83.11897277542737,42.0,56.0,48.0,Car-Dependent,Bikeable,Some Transit
"Census Tract 5315.01, Wayne County, Michigan",465.0,340.0,255.0,0.0,53.0,0.0,0.0,0.0,27.0,1214.0,7.0,0.0,0.0,0.0,234.0,1482.0,254.0,345.0,34.0,1068.0,1068.0,549.0,74700.0,2.5,,26,163,531501,23.279352226720647,5,41,8,67,0,0,0,0,121,720.6477732793522,48.59550561797753,1482.0,26,163,531501,26163531501,42.38565501584204,-83.12423442119189,56.0,51.0,50.0,Somewhat Walkable,Bikeable,Good Transit
"Census Tract 5315.02, Wayne County, Michigan",285.0,276.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,0.0,0.0,0.0,0.0,25.0,869.0,218.0,254.0,31.0,804.0,804.0,331.0,114500.0,2.63,,26,163,531502,29.22899884925201,33,0,31,9,0,0,0,0,73,925.2013808975836,58.83084577114428,869.0,26,163,531502,26163531502,42.38897275517846,-83.12268802189661,58.0,51.0,50.0,Somewhat Walkable,Bikeable,Good Transit
"Census Tract 5316, Wayne County, Michigan",517.0,417.0,347.0,0.0,36.0,0.0,0.0,0.0,37.0,1769.0,0.0,0.0,0.0,0.0,5.0,1811.0,303.0,892.0,37.0,1073.0,1073.0,701.0,51500.0,2.54,,26,163,531600,49.254555494202094,5,0,75,67,39,69,0,0,255,592.4903368304804,34.66915191053122,1811.0,26,163,531600,26163531600,42.394153021161,-83.12829971313175,61.0,53.0,50.0,Somewhat Walkable,Bikeable,Good Transit
"Census Tract 5317, Wayne County, Michigan",273.0,171.0,130.0,0.0,62.0,0.0,0.0,0.0,33.0,1075.0,0.0,14.0,0.0,0.0,0.0,1122.0,128.0,517.0,46.8,1116.0,1116.0,618.0,48700.0,1.8,24794600.0,26,163,531700,46.07843137254902,0,34,18,40,0,57,0,0,149,994.6524064171122,44.623655913978496,1122.0,26,163,531700,26163531700,42.39801164308177,-83.11715258551077,52.0,52.0,47.0,Somewhat Walkable,Bikeable,Some Transit
"Census Tract 5318, Wayne County, Michigan",254.0,228.0,186.0,0.0,0.0,0.0,0.0,0.0,6.0,1299.0,0.0,0.0,0.0,0.0,12.0,1317.0,264.0,462.0,47.8,1366.0,1366.0,677.0,19400.0,1.95,,26,163,531800,35.079726651480634,0,0,42,90,12,28,0,0,172,1037.2057706909643,50.43923865300146,1317.0,26,163,531800,26163531800,42.39038720017209,-83.11469564035643,57.0,43.0,48.0,Somewhat Walkable,Somewhat Bikeable,Some Transit
"Census Tract 5319, Wayne County, Michigan",230.0,109.0,83.0,0.0,68.0,0.0,0.0,0.0,101.0,587.0,0.0,6.0,0.0,0.0,14.0,708.0,74.0,261.0,26.5,665.0,665.0,234.0,-666666666.0,1.77,,26,163,531900,36.86440677966102,16,32,28,23,0,8,0,0,107,939.265536723164,64.81203007518796,708.0,26,163,531900,26163531900,42.390230745356384,-83.10629850245662,49.0,42.0,47.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5321, Wayne County, Michigan",909.0,760.0,655.0,0.0,6.0,0.0,0.0,16.0,443.0,1599.0,0.0,50.0,0.0,31.0,68.0,2191.0,463.0,393.0,39.1,1098.0,1098.0,838.0,168000.0,2.57,106694600.0,26,163,532100,17.9370150616157,39,78,143,64,64,95,0,0,483,501.1410314924692,23.67941712204007,2191.0,26,163,532100,26163532100,42.38625629759791,-83.09157456460485,64.0,57.0,50.0,Somewhat Walkable,Bikeable,Good Transit
"Census Tract 5324, Wayne County, Michigan",517.0,355.0,355.0,0.0,31.0,0.0,0.0,0.0,233.0,1241.0,0.0,0.0,10.0,0.0,21.0,1505.0,229.0,754.0,43.9,945.0,945.0,692.0,-666666666.0,2.1,,26,163,532400,50.09966777408638,0,55,149,8,11,36,0,0,259,627.9069767441861,26.77248677248677,1505.0,26,163,532400,26163532400,42.37845021676948,-83.08407227652006,82.0,72.0,51.0,Very Walkable,Very Bikeable,Good Transit
"Census Tract 5326, Wayne County, Michigan",1140.0,446.0,446.0,0.0,108.0,0.0,0.0,0.0,250.0,2022.0,15.0,48.0,0.0,26.0,63.0,2424.0,541.0,562.0,34.5,1517.0,1517.0,1196.0,215300.0,2.01,37519000.0,26,163,532600,23.184818481848183,94,108,220,52,48,85,0,0,607,625.8250825082508,21.16018457481872,2424.0,26,163,532600,26163532600,42.368949643903925,-83.08856061545211,74.0,79.0,53.0,Very Walkable,Very Bikeable,Good Transit
"Census Tract 5327, Wayne County, Michigan",105.0,83.0,83.0,0.0,5.0,0.0,0.0,0.0,45.0,402.0,0.0,0.0,0.0,0.0,12.0,459.0,77.0,194.0,44.3,503.0,503.0,227.0,23200.0,1.94,,26,163,532700,42.26579520697168,0,0,27,2,14,11,0,0,54,1095.8605664488016,54.87077534791253,459.0,26,163,532700,26163532700,42.37524775556415,-83.09277118624256,28.0,61.0,49.0,Car-Dependent,Bikeable,Some Transit
"Census Tract 5330, Wayne County, Michigan",428.0,319.0,290.0,0.0,47.0,6.0,0.0,0.0,177.0,1371.0,0.0,0.0,3.0,0.0,0.0,1551.0,347.0,633.0,34.9,765.0,765.0,566.0,117600.0,2.46,,26,163,533000,40.81237911025145,0,22,36,57,16,17,0,0,148,493.2301740812379,26.01307189542484,1551.0,26,163,533000,26163533000,42.36552681101875,-83.09766210834081,63.0,66.0,50.0,Somewhat Walkable,Bikeable,Good Transit
"Census Tract 5331, Wayne County, Michigan",393.0,302.0,251.0,0.0,26.0,0.0,0.0,0.0,95.0,1060.0,0.0,0.0,0.0,0.0,7.0,1162.0,234.0,379.0,51.9,918.0,918.0,565.0,55200.0,2.04,26488300.0,26,163,533100,32.61617900172117,20,34,8,56,8,61,0,0,187,790.0172117039588,38.453159041394336,1162.0,26,163,533100,26163533100,42.371895568518326,-83.10193115073449,56.0,51.0,45.0,Somewhat Walkable,Bikeable,Some Transit
"Census Tract 5332, Wayne County, Michigan",253.0,170.0,163.0,0.0,34.0,0.0,0.0,0.0,64.0,866.0,0.0,0.0,0.0,0.0,69.0,999.0,234.0,435.0,34.5,937.0,937.0,370.0,27800.0,2.69,,26,163,533200,43.54354354354354,0,62,18,20,11,70,0,0,181,937.937937937938,60.51227321237994,999.0,26,163,533200,26163533200,42.36871132086503,-83.11112887555483,22.0,50.0,47.0,Car-Dependent,Bikeable,Some Transit
"Census Tract 5333, Wayne County, Michigan",447.0,344.0,331.0,0.0,45.0,0.0,0.0,0.0,34.0,1111.0,0.0,51.0,0.0,0.0,22.0,1218.0,211.0,374.0,36.8,863.0,863.0,474.0,40900.0,2.42,,26,163,533300,30.706075533661743,7,52,54,14,43,66,0,0,236,708.5385878489327,45.07531865585168,1218.0,26,163,533300,26163533300,42.362194323980674,-83.10672315304632,36.0,73.0,55.0,Car-Dependent,Very Bikeable,Good Transit
"Census Tract 5334, Wayne County, Michigan",542.0,367.0,321.0,0.0,161.0,0.0,0.0,0.0,0.0,1918.0,0.0,0.0,0.0,0.0,0.0,1918.0,454.0,821.0,54.2,1604.0,1604.0,957.0,44300.0,2.0,16742000.0,26,163,533400,42.80500521376433,20,76,47,40,0,43,0,0,226,836.2877997914494,40.33665835411471,1918.0,26,163,533400,26163533400,42.36348639449333,-83.11904097307165,16.0,50.0,53.0,Car-Dependent,Bikeable,Good Transit
"Census Tract 5336, Wayne County, Michigan",475.0,339.0,319.0,0.0,65.0,0.0,0.0,0.0,27.0,1410.0,17.0,0.0,0.0,0.0,26.0,1480.0,344.0,504.0,43.3,1365.0,1365.0,658.0,26200.0,2.25,,26,163,533600,34.054054054054056,54,20,48,70,5,30,0,0,227,922.2972972972972,51.7948717948718,1480.0,26,163,533600,26163533600,42.35642769101104,-83.12156218017108,12.0,42.0,52.0,Car-Dependent,Somewhat Bikeable,Good Transit
"Census Tract 5338, Wayne County, Michigan",561.0,470.0,428.0,0.0,48.0,0.0,0.0,0.0,129.0,1845.0,0.0,0.0,0.0,47.0,47.0,2068.0,397.0,769.0,41.5,1383.0,1383.0,859.0,42300.0,2.4,,26,163,533800,37.18568665377176,0,76,94,57,21,103,0,0,351,668.7620889748549,37.88864786695589,2068.0,26,163,533800,26163533800,42.35905221370648,-83.13265433633917,2.0,44.0,46.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5339, Wayne County, Michigan",1459.0,1082.0,964.0,0.0,115.0,0.0,0.0,12.0,910.0,1358.0,13.0,272.0,0.0,20.0,67.0,2640.0,374.0,625.0,32.0,2289.0,2289.0,1692.0,241000.0,1.52,,26,163,533900,23.674242424242426,39,252,380,99,39,23,0,0,832,867.0454545454545,26.08125819134993,2640.0,26,163,533900,26163533900,42.36851764961202,-83.0774350444771,93.0,92.0,55.0,Walker's Paradise,,Good Transit
"Census Tract 5341, Wayne County, Michigan",531.0,499.0,446.0,0.0,22.0,0.0,0.0,0.0,11.0,1499.0,0.0,1.0,0.0,0.0,0.0,1511.0,327.0,497.0,43.0,1100.0,1100.0,699.0,48500.0,2.16,,26,163,534100,32.892124420913305,19,20,42,99,0,26,0,0,206,727.994705493051,36.45454545454545,1511.0,26,163,534100,26163534100,42.37506017961656,-83.14232290074472,57.0,53.0,49.0,Somewhat Walkable,Bikeable,Some Transit
"Census Tract 5342, Wayne County, Michigan",765.0,595.0,526.0,0.0,80.0,0.0,0.0,0.0,75.0,2956.0,0.0,0.0,0.0,3.0,54.0,3088.0,672.0,1483.0,30.8,1614.0,1614.0,916.0,37500.0,3.36,146625500.0,26,163,534200,48.02461139896373,55,0,151,99,21,43,0,0,369,522.6683937823834,43.24659231722429,3088.0,26,163,534200,26163534200,42.380097166099,-83.1559887027681,7.0,39.0,48.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5343, Wayne County, Michigan",432.0,345.0,269.0,0.0,48.0,0.0,0.0,0.0,43.0,1008.0,0.0,15.0,0.0,36.0,0.0,1102.0,248.0,363.0,32.8,644.0,644.0,415.0,40000.0,2.66,,26,163,534300,32.94010889292196,6,77,125,51,30,11,0,0,300,584.3920145190563,35.55900621118012,1102.0,26,163,534300,26163534300,42.37493036267644,-83.16277683107796,30.0,42.0,48.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5344, Wayne County, Michigan",451.0,196.0,118.0,0.0,122.0,0.0,0.0,0.0,96.0,1742.0,0.0,0.0,0.0,0.0,0.0,1838.0,299.0,748.0,31.1,1034.0,1034.0,701.0,51100.0,2.61,,26,163,534400,40.696409140369965,12,41,54,126,53,9,0,0,295,562.5680087051143,32.20502901353966,1838.0,26,163,534400,26163534400,42.36932580741128,-83.15885924471468,46.0,54.0,47.0,Car-Dependent,Bikeable,Some Transit
"Census Tract 5347, Wayne County, Michigan",1010.0,810.0,698.0,0.0,111.0,0.0,0.0,0.0,135.0,2108.0,206.0,0.0,2.0,0.0,487.0,2938.0,646.0,704.0,43.2,1459.0,1459.0,1208.0,49300.0,2.43,,26,163,534700,23.961878829135465,0,110,98,142,19,14,0,0,383,496.5963240299523,17.20356408498972,2938.0,26,163,534700,26163534700,42.359126556417934,-83.15385695995722,51.0,50.0,40.0,Somewhat Walkable,Bikeable,Some Transit
"Census Tract 5348, Wayne County, Michigan",654.0,370.0,339.0,0.0,178.0,0.0,0.0,0.0,74.0,1992.0,82.0,0.0,0.0,0.0,29.0,2177.0,475.0,899.0,32.0,1489.0,1489.0,853.0,27400.0,2.55,22432400.0,26,163,534800,41.29536058796509,55,70,202,41,0,34,0,0,402,683.9687643546164,42.71323035594359,2177.0,26,163,534800,26163534800,42.36136276763244,-83.14460643783232,22.0,44.0,47.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5350, Wayne County, Michigan",835.0,778.0,767.0,0.0,8.0,0.0,0.0,0.0,94.0,2682.0,0.0,0.0,0.0,127.0,0.0,2903.0,570.0,830.0,30.8,1213.0,1213.0,871.0,34100.0,3.33,27442000.0,26,163,535000,28.591112642094384,14,96,66,134,74,16,0,0,400,417.8436100585601,28.19455894476505,2903.0,26,163,535000,26163535000,42.36039758948756,-83.1762241797529,20.0,47.0,40.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5351, Wayne County, Michigan",466.0,362.0,302.0,0.0,83.0,0.0,0.0,0.0,0.0,1569.0,0.0,0.0,0.0,0.0,0.0,1569.0,300.0,493.0,39.1,895.0,895.0,601.0,41700.0,2.61,,26,163,535100,31.421287444232,0,50,84,39,0,11,0,0,184,570.4270235818993,32.849162011173185,1569.0,26,163,535100,26163535100,42.36947299232617,-83.17535243200072,23.0,48.0,42.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5352, Wayne County, Michigan",440.0,372.0,264.0,0.0,54.0,0.0,0.0,0.0,28.0,1745.0,0.0,0.0,0.0,0.0,29.0,1802.0,374.0,684.0,37.1,1145.0,1145.0,740.0,74900.0,2.44,28236700.0,26,163,535200,37.95782463928968,93,52,97,54,0,113,0,0,409,635.4051054384017,35.37117903930131,1802.0,26,163,535200,26163535200,42.37847952020474,-83.1754019105712,38.0,42.0,46.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5353, Wayne County, Michigan",1403.0,1164.0,1072.0,0.0,209.0,0.0,0.0,0.0,19.0,3825.0,0.0,0.0,0.0,0.0,129.0,3973.0,884.0,879.0,34.8,1597.0,1597.0,1332.0,47200.0,2.97,,26,163,535300,22.124339290208912,13,180,183,219,0,47,0,0,642,401.96325195066703,16.59361302442079,3973.0,26,163,535300,26163535300,42.37290772508852,-83.18996463601552,48.0,46.0,45.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5356, Wayne County, Michigan",1527.0,1088.0,962.0,0.0,322.0,0.0,0.0,0.0,239.0,4349.0,97.0,0.0,0.0,0.0,0.0,4685.0,688.0,1097.0,33.5,1827.0,1827.0,1689.0,80000.0,2.77,90260000.0,26,163,535600,23.415154749199573,38,33,142,135,28,100,0,0,476,389.9679829242263,7.55336617405583,4685.0,26,163,535600,26163535600,42.35509895665841,-83.167568791646,43.0,48.0,41.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5357, Wayne County, Michigan",444.0,313.0,313.0,0.0,0.0,0.0,0.0,0.0,17.0,1075.0,12.0,0.0,0.0,0.0,230.0,1334.0,285.0,471.0,39.4,670.0,670.0,485.0,34700.0,2.75,,26,163,535700,35.30734632683658,18,53,41,53,15,65,0,0,245,502.24887556221887,27.611940298507463,1334.0,26,163,535700,26163535700,42.36242967526558,-83.1629485724181,28.0,52.0,42.0,Car-Dependent,Bikeable,Some Transit
"Census Tract 5358, Wayne County, Michigan",1341.0,1162.0,929.0,0.0,44.0,0.0,0.0,0.0,58.0,4048.0,0.0,0.0,0.0,408.0,241.0,4755.0,1059.0,2160.0,34.7,1965.0,1965.0,1667.0,31500.0,2.85,34195000.0,26,163,535800,45.42586750788644,113,155,272,241,10,100,0,0,891,413.2492113564669,15.165394402035624,4755.0,26,163,535800,26163535800,42.35829940075612,-83.18959688539174,50.0,45.0,45.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5361, Wayne County, Michigan",892.0,729.0,542.0,0.0,122.0,0.0,0.0,0.0,186.0,2943.0,0.0,8.0,0.0,0.0,15.0,3152.0,598.0,1190.0,33.8,1691.0,1691.0,1274.0,60500.0,2.38,47310000.0,26,163,536100,37.75380710659898,11,15,272,67,4,105,0,0,474,536.484771573604,24.659964518036663,3152.0,26,163,536100,26163536100,42.41344117602871,-83.1504212902472,42.0,36.0,47.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5362, Wayne County, Michigan",831.0,718.0,642.0,0.0,16.0,0.0,0.0,0.0,130.0,2048.0,8.0,0.0,0.0,0.0,72.0,2258.0,476.0,347.0,34.7,1018.0,1018.0,886.0,68300.0,2.55,36816700.0,26,163,536200,15.36758193091231,21,86,86,179,0,31,0,0,403,450.8414526129318,12.966601178781923,2258.0,26,163,536200,26163536200,42.41270636495817,-83.16411433413849,43.0,50.0,41.0,Car-Dependent,Bikeable,Some Transit
"Census Tract 5363, Wayne County, Michigan",957.0,822.0,761.0,0.0,0.0,0.0,0.0,0.0,4.0,2561.0,0.0,0.0,0.0,0.0,0.0,2565.0,491.0,522.0,28.6,1439.0,1439.0,889.0,34600.0,2.86,18876000.0,26,163,536300,20.35087719298245,0,0,102,234,0,0,0,0,336,561.0136452241716,38.22098679638638,2565.0,26,163,536300,26163536300,42.40619723257903,-83.15011231080658,22.0,37.0,47.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5364, Wayne County, Michigan",794.0,562.0,443.0,0.0,109.0,0.0,0.0,0.0,15.0,2240.0,0.0,0.0,0.0,0.0,57.0,2312.0,479.0,917.0,35.4,1187.0,1187.0,724.0,50000.0,3.19,16524000.0,26,163,536400,39.66262975778547,22,20,122,166,77,47,0,0,454,513.4083044982699,39.00589721988206,2312.0,26,163,536400,26163536400,42.3989569977556,-83.14980999563117,10.0,35.0,43.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5365, Wayne County, Michigan",638.0,471.0,315.0,0.0,0.0,0.0,0.0,0.0,133.0,1598.0,0.0,28.0,0.0,144.0,153.0,2056.0,428.0,571.0,35.5,1113.0,1113.0,809.0,52700.0,2.54,,26,163,536500,27.77237354085604,0,20,207,55,0,23,0,0,305,541.3424124513618,27.31356693620845,2056.0,26,163,536500,26163536500,42.3882725566795,-83.14422576896402,43.0,52.0,45.0,Car-Dependent,Bikeable,Some Transit
"Census Tract 5366, Wayne County, Michigan",1076.0,887.0,768.0,0.0,33.0,0.0,0.0,0.0,28.0,2506.0,5.0,0.0,0.0,105.0,0.0,2644.0,585.0,800.0,42.4,1775.0,1775.0,1151.0,23700.0,2.3,,26,163,536600,30.257186081694403,35,26,268,150,26,45,0,0,550,671.3313161875946,35.15492957746479,2644.0,26,163,536600,26163536600,42.39022282242176,-83.1586685931567,29.0,47.0,39.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5367, Wayne County, Michigan",416.0,416.0,352.0,0.0,0.0,0.0,0.0,0.0,1.0,1167.0,0.0,25.0,0.0,0.0,11.0,1204.0,268.0,389.0,33.8,610.0,610.0,441.0,33000.0,2.71,9950800.0,26,163,536700,32.308970099667775,0,70,52,59,0,3,0,0,184,506.6445182724253,27.704918032786885,1204.0,26,163,536700,26163536700,42.39875814513975,-83.16436044041775,40.0,35.0,38.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5368, Wayne County, Michigan",365.0,295.0,225.0,0.0,28.0,0.0,0.0,0.0,26.0,1509.0,11.0,5.0,0.0,0.0,7.0,1558.0,286.0,579.0,29.2,711.0,711.0,553.0,59400.0,2.79,,26,163,536800,37.163029525032094,25,8,56,60,18,21,0,0,188,456.3543003851091,22.22222222222222,1558.0,26,163,536800,26163536800,42.40649037944552,-83.16588508749214,35.0,41.0,41.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5369, Wayne County, Michigan",754.0,666.0,616.0,0.0,52.0,0.0,0.0,0.0,56.0,2783.0,0.0,0.0,0.0,0.0,217.0,3056.0,651.0,823.0,36.0,1304.0,1304.0,1041.0,61800.0,2.86,,26,163,536900,26.93062827225131,0,0,80,144,0,53,0,0,277,426.70157068062827,20.16871165644172,3056.0,26,163,536900,26163536900,42.41293078999257,-83.17764776357114,63.0,46.0,41.0,Somewhat Walkable,Somewhat Bikeable,Some Transit
"Census Tract 5370, Wayne County, Michigan",782.0,575.0,414.0,0.0,41.0,0.0,0.0,0.0,36.0,3333.0,0.0,13.0,0.0,0.0,33.0,3415.0,573.0,1424.0,54.3,1507.0,1507.0,1151.0,44100.0,2.87,37395400.0,26,163,537000,41.69838945827233,17,19,58,92,50,78,0,0,314,441.2884333821376,23.62309223623092,3415.0,26,163,537000,26163537000,42.40574318000859,-83.17712906067474,46.0,43.0,40.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5371, Wayne County, Michigan",516.0,370.0,323.0,0.0,119.0,0.0,0.0,0.0,59.0,2105.0,0.0,0.0,0.0,0.0,26.0,2190.0,409.0,856.0,40.7,1035.0,1035.0,820.0,36800.0,2.67,18462200.0,26,163,537100,39.08675799086758,0,30,64,152,0,41,0,0,287,472.6027397260274,20.77294685990338,2190.0,26,163,537100,26163537100,42.397960464904735,-83.17648706703577,39.0,41.0,41.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5372, Wayne County, Michigan",117.0,113.0,88.0,0.0,4.0,0.0,0.0,0.0,5.0,658.0,0.0,0.0,0.0,0.0,8.0,671.0,149.0,446.0,43.4,452.0,452.0,226.0,33600.0,2.97,4435100.0,26,163,537200,66.46795827123697,0,21,0,0,0,12,0,0,33,673.6214605067064,50.0,671.0,26,163,537200,26163537200,42.388303753293314,-83.17586726234346,41.0,40.0,46.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5373, Wayne County, Michigan",427.0,306.0,270.0,0.0,49.0,0.0,0.0,0.0,6.0,1461.0,0.0,0.0,0.0,0.0,42.0,1509.0,314.0,385.0,42.5,1141.0,1141.0,674.0,33500.0,2.23,,26,163,537300,25.513585155732272,0,0,41,78,0,53,0,0,172,756.129887342611,40.92900964066608,1509.0,26,163,537300,26163537300,42.38500946286769,-83.19188265189416,27.0,38.0,51.0,Car-Dependent,Somewhat Bikeable,Good Transit
"Census Tract 5375, Wayne County, Michigan",1150.0,1062.0,948.0,0.0,47.0,0.0,0.0,0.0,100.0,2887.0,16.0,0.0,0.0,39.0,97.0,3139.0,699.0,914.0,46.9,1338.0,1338.0,1122.0,55200.0,2.79,,26,163,537500,29.117553360942978,0,15,97,345,9,53,0,0,519,426.2503982159924,16.143497757847534,3139.0,26,163,537500,26163537500,42.40535073851184,-83.19177558189833,32.0,41.0,46.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5376, Wayne County, Michigan",663.0,567.0,451.0,0.0,17.0,0.0,0.0,0.0,99.0,3371.0,0.0,49.0,0.0,0.0,71.0,3590.0,754.0,1499.0,32.5,1335.0,1335.0,1145.0,47000.0,3.03,,26,163,537600,41.75487465181059,14,102,48,9,48,41,0,0,262,371.866295264624,14.232209737827716,3590.0,26,163,537600,26163537600,42.412636042307845,-83.19206483554566,34.0,44.0,47.0,Car-Dependent,Somewhat Bikeable,Some Transit
